CUDA device           : 0 NVIDIA A30X (0000:36:00.0)
Controller page size  : 4096 B
Namespace block size  : 4096 B
Number of threads     : 16
Chunks per thread     : 32
Pages per chunk       : 1
Total number of pages : 512
Total number of blocks: 512
Double buffering      : yes
clock rate: 1440.000 MHz
#     size;     disk_lat;      disk_bw;      mem_lat;       mem_bw;      cum_lat;       cum_bw;
     65536;       28.975;     2261.812;        0.002; 32768000.000;       28.977;     2261.656;
     65536;       28.398;     2307.768;        0.002; 32768000.000;       28.400;     2307.606;
     65536;       28.083;     2333.654;        0.002; 32768000.000;       28.085;     2333.488;
     65536;       24.980;     2623.539;        0.002; 32768000.000;       24.982;     2623.329;
     65536;       21.228;     3087.243;        0.002; 32768000.000;       21.230;     3086.952;
     65536;       21.191;     3092.634;        0.002; 32768000.000;       21.193;     3092.342;
     65536;       21.191;     3092.634;        0.002; 32768000.000;       21.193;     3092.342;
     65536;       21.192;     3092.488;        0.002; 32768000.000;       21.194;     3092.196;
     65536;       28.949;     2263.843;        0.002; 32768000.000;       28.951;     2263.687;
     65536;       28.635;     2288.668;        0.002; 32768000.000;       28.637;     2288.508;
     65536;       28.580;     2293.072;        0.002; 32768000.000;       28.582;     2292.912;
     65536;       24.056;     2724.310;        0.002; 32768000.000;       24.058;     2724.083;
     65536;       20.891;     3137.045;        0.002; 32768000.000;       20.893;     3136.744;
     65536;       20.856;     3142.309;        0.002; 32768000.000;       20.858;     3142.008;
     65536;       20.883;     3138.246;        0.002; 32768000.000;       20.885;     3137.946;
     65536;       20.848;     3143.515;        0.002; 32768000.000;       20.850;     3143.213;
     65536;       28.167;     2326.694;        0.002; 32768000.000;       28.169;     2326.529;
     65536;       28.385;     2308.825;        0.002; 32768000.000;       28.387;     2308.662;
     65536;       28.444;     2304.036;        0.002; 32768000.000;       28.446;     2303.874;
     65536;       23.500;     2788.766;        0.002; 32768000.000;       23.502;     2788.529;
     65536;       21.189;     3092.926;        0.002; 32768000.000;       21.191;     3092.634;
     65536;       21.205;     3090.592;        0.002; 32768000.000;       21.207;     3090.300;
     65536;       21.195;     3092.050;        0.002; 32768000.000;       21.197;     3091.758;
     65536;       21.202;     3091.029;        0.002; 32768000.000;       21.204;     3090.738;
     65536;       28.217;     2322.571;        0.002; 32768000.000;       28.219;     2322.407;
     65536;       28.657;     2286.911;        0.002; 32768000.000;       28.659;     2286.751;
     65536;       28.228;     2321.666;        0.002; 32768000.000;       28.230;     2321.502;
     65536;       23.289;     2814.032;        0.002; 32768000.000;       23.291;     2813.791;
     65536;       20.900;     3135.694;        0.002; 32768000.000;       20.902;     3135.394;
     65536;       20.851;     3143.063;        0.002; 32768000.000;       20.853;     3142.761;
     65536;       20.877;     3139.148;        0.002; 32768000.000;       20.879;     3138.848;
     65536;       42.994;     1524.306;        0.002; 32768000.000;       42.996;     1524.235;
Event time elapsed    : 2123.776 µs
Estimated bandwidth   : 987.464 MiB/s
