CUDA device           : 0 NVIDIA A30X (0000:36:00.0)
Controller page size  : 4096 B
Namespace block size  : 4096 B
Number of threads     : 2
Chunks per thread     : 32
Pages per chunk       : 1
Total number of pages : 64
Total number of blocks: 64
Double buffering      : yes
clock rate: 1440.000 MHz
#     size;     disk_lat;      disk_bw;      mem_lat;       mem_bw;      cum_lat;       cum_bw;
      8192;        8.203;      998.659;        0.002;  4096000.000;        8.205;      998.416;
      8192;        7.452;     1099.302;        0.002;  4096000.000;        7.454;     1099.007;
      8192;        7.066;     1159.355;        0.002;  4096000.000;        7.068;     1159.027;
      8192;        7.450;     1099.597;        0.002;  4096000.000;        7.452;     1099.302;
      8192;        7.445;     1100.336;        0.002;  4096000.000;        7.447;     1100.040;
      8192;        7.828;     1046.500;        0.002;  4096000.000;        7.830;     1046.232;
      8192;        7.443;     1100.631;        0.002;  4096000.000;        7.445;     1100.336;
      8192;        7.448;     1099.893;        0.002;  4096000.000;        7.450;     1099.597;
      8192;        7.449;     1099.745;        0.002;  4096000.000;        7.451;     1099.450;
      8192;        7.447;     1100.040;        0.002;  4096000.000;        7.449;     1099.745;
      8192;        7.453;     1099.155;        0.002;  4096000.000;        7.455;     1098.860;
      8192;        7.449;     1099.745;        0.002;  4096000.000;        7.451;     1099.450;
      8192;        6.848;     1196.262;        0.002;  4096000.000;        6.850;     1195.912;
      8192;        6.847;     1196.436;        0.002;  4096000.000;        6.849;     1196.087;
      8192;        6.774;     1209.330;        0.002;  4096000.000;        6.776;     1208.973;
      8192;        6.850;     1195.912;        0.002;  4096000.000;        6.852;     1195.563;
      8192;        7.826;     1046.767;        0.002;  4096000.000;        7.828;     1046.500;
      8192;        8.210;      997.808;        0.002;  4096000.000;        8.212;      997.565;
      8192;        7.827;     1046.633;        0.002;  4096000.000;        7.829;     1046.366;
      8192;        7.829;     1046.366;        0.002;  4096000.000;        7.831;     1046.099;
      8192;        7.824;     1047.035;        0.002;  4096000.000;        7.826;     1046.767;
      8192;        7.825;     1046.901;        0.002;  4096000.000;        7.827;     1046.633;
      8192;        7.828;     1046.500;        0.002;  4096000.000;        7.830;     1046.232;
      8192;        7.826;     1046.767;        0.002;  4096000.000;        7.828;     1046.500;
      8192;        7.827;     1046.633;        0.002;  4096000.000;        7.829;     1046.366;
      8192;        7.832;     1045.965;        0.002;  4096000.000;        7.834;     1045.698;
      8192;        7.825;     1046.901;        0.002;  4096000.000;        7.827;     1046.633;
      8192;        7.826;     1046.767;        0.002;  4096000.000;        7.828;     1046.500;
      8192;        7.824;     1047.035;        0.002;  4096000.000;        7.826;     1046.767;
      8192;        7.824;     1047.035;        0.002;  4096000.000;        7.826;     1046.767;
      8192;        7.826;     1046.767;        0.002;  4096000.000;        7.828;     1046.500;
      8192;       16.529;      495.614;        0.002;  4096000.000;       16.531;      495.554;
Event time elapsed    : 1633.280 µs
Estimated bandwidth   : 160.502 MiB/s
